,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_violent_recid,decile_score,v_decile_score,priors_count,start,end,event,two_year_recid,labels
3016,50,2,0,0,0,0,0,1,1,0,0,30,0,0,0
6636,27,2,0,0,0,2,0,2,4,2,0,843,0,0,0
4903,27,2,0,0,0,0,0,2,3,0,1,1105,0,0,0
1176,34,2,0,0,0,0,0,4,2,0,0,817,0,0,0
6795,26,2,0,0,0,1,0,9,7,1,2,211,0,0,1
7064,52,2,0,0,0,1,0,1,1,1,1,1095,0,0,0
5716,34,2,0,0,0,1,0,6,2,1,0,39,0,0,1
2453,28,2,0,0,0,14,0,9,3,14,0,822,0,0,1
6983,54,2,0,0,0,7,0,3,1,7,0,908,0,0,0
5702,32,2,0,0,0,1,0,2,3,1,0,1126,0,0,0
3082,38,2,0,0,0,17,0,10,8,17,179,957,0,0,1
4169,36,2,0,0,0,2,0,5,3,2,0,848,0,0,1
801,28,2,0,0,0,2,0,6,6,2,0,899,0,0,1
238,28,2,0,0,0,1,0,5,3,1,6,917,0,0,1
3379,33,2,0,0,0,0,0,1,1,0,0,242,0,0,0
3547,39,2,0,0,0,21,0,10,10,21,0,583,0,0,1
4500,22,2,0,0,0,0,0,8,8,0,1,1090,0,0,1
6133,34,2,0,0,0,4,0,5,6,4,0,1096,0,0,1
125,64,2,0,0,0,2,0,1,1,2,0,732,0,0,0
6540,55,2,0,0,0,0,0,1,1,0,0,741,0,0,0
1123,26,2,0,0,0,11,0,4,3,11,0,928,0,0,0
4443,55,2,0,0,0,1,0,2,3,1,0,1052,0,0,0
1198,37,2,0,0,0,1,0,3,2,1,0,1135,0,0,0
2251,42,2,0,0,0,0,0,1,1,0,0,747,0,0,0
1676,33,2,0,0,0,0,0,3,3,0,0,834,0,0,0
6683,25,2,0,0,0,4,0,9,7,4,0,968,0,0,1
5952,26,2,0,0,0,2,0,5,4,2,0,1102,0,0,1
5955,45,2,0,0,0,2,0,2,1,2,0,915,0,0,0
1941,42,2,0,0,0,0,0,1,1,0,0,989,0,0,0
4834,28,2,0,0,0,3,0,3,2,3,50,1045,0,0,0
2087,27,2,0,0,0,2,0,3,3,2,0,253,0,0,0
5574,37,2,0,0,0,3,0,8,5,3,241,382,0,0,1
1868,24,2,0,1,2,3,0,5,6,3,0,1065,0,0,1
1465,56,2,0,0,0,1,0,8,3,1,384,1185,0,0,1
3763,49,2,0,0,0,0,0,1,1,0,0,949,0,0,0
5288,46,2,0,0,0,2,0,2,1,2,0,972,0,0,0
535,25,2,0,0,0,0,0,3,4,0,0,66,0,0,0
1395,59,2,0,0,0,1,0,1,1,1,0,965,0,0,0
105,31,2,0,0,0,0,0,5,2,0,38,770,0,0,1
3460,67,2,0,0,0,0,0,1,1,0,0,1068,0,0,0
2337,40,2,0,0,0,4,0,3,4,4,0,877,0,0,0
6005,52,2,0,0,0,1,0,1,1,1,0,1175,0,0,0
1563,57,2,0,0,0,0,0,4,1,0,0,1049,0,0,0
6942,29,2,0,0,0,3,0,3,2,3,0,175,0,0,0
5947,23,2,0,0,1,10,0,7,6,10,69,854,1,0,1
1016,24,2,1,2,0,3,0,4,5,3,1,758,0,0,0
1309,30,2,0,0,0,0,0,2,1,0,0,919,0,0,0
5615,47,2,0,0,0,2,0,1,1,2,0,448,0,0,0
6399,42,2,0,0,0,0,0,1,1,0,0,737,0,0,0
4354,35,2,0,0,0,2,0,3,2,2,0,777,0,0,0
6269,22,2,0,0,0,1,0,6,4,1,0,564,0,0,1
864,22,2,0,0,0,1,0,6,7,1,0,554,0,0,1
1417,28,2,0,0,0,1,0,4,2,1,3,1047,0,0,0
4385,45,2,0,0,0,1,0,1,1,1,0,781,0,0,0
6588,57,2,0,0,0,0,0,1,1,0,0,1127,0,0,0
1084,25,2,0,0,0,2,0,8,4,2,12,525,0,0,1
3972,57,2,0,0,0,6,0,2,2,6,0,919,0,0,0
2216,21,2,0,1,2,1,0,8,9,1,12,631,0,0,1
6833,51,2,0,0,0,0,0,1,1,0,0,955,0,0,0
6374,30,2,0,0,0,0,0,2,3,0,0,1041,0,0,0
4347,30,2,0,0,0,3,0,4,3,3,0,225,0,0,0
4233,53,2,0,0,0,0,0,1,1,0,0,865,0,0,0
2829,22,2,0,0,2,0,0,5,6,0,0,169,0,0,1
431,27,2,0,0,0,3,0,1,1,3,0,956,0,0,0
1268,44,2,0,0,0,1,0,5,2,1,0,433,0,0,1
5852,63,2,0,0,0,0,0,1,1,0,0,1041,0,0,0
2732,35,2,0,0,0,2,0,3,4,2,0,922,0,0,0
362,60,2,0,0,0,0,0,1,1,0,0,900,0,0,0
6239,29,2,0,0,0,1,0,10,10,1,10,12,0,0,1
3684,39,2,0,0,0,1,0,1,1,1,0,914,0,0,0
411,56,2,0,0,0,0,0,1,1,0,0,895,0,0,0
3590,57,2,0,0,0,1,0,2,1,1,16,858,0,0,0
1936,69,2,0,0,0,0,0,1,1,0,0,996,0,0,0
3268,33,2,0,0,0,1,0,2,2,1,0,1051,0,0,0
1740,32,2,0,0,0,0,0,1,1,0,0,1127,0,0,0
1922,26,2,0,0,1,3,0,4,4,3,0,105,0,0,0
6931,51,2,0,0,0,0,0,1,1,0,0,385,0,0,0
796,48,2,0,0,0,2,0,3,2,2,0,1044,0,0,0
1224,30,2,0,0,0,1,0,3,2,1,0,904,0,0,0
325,53,2,0,0,0,6,0,1,1,6,0,911,0,0,0
5305,59,2,0,0,0,0,0,1,1,0,0,1068,0,0,0
2169,48,2,0,0,0,9,0,6,1,9,0,549,0,0,1
4392,39,2,0,0,0,0,0,5,2,0,1,1180,0,0,1
568,44,2,0,0,0,11,0,3,6,11,180,937,0,0,0
4599,58,2,0,0,0,1,0,2,1,1,0,1012,0,0,0
3492,32,2,0,0,0,0,0,1,2,0,0,1081,0,0,0
5247,41,2,0,0,0,0,0,1,1,0,3,969,0,0,0
1319,37,2,0,0,0,2,0,2,1,2,0,962,0,0,0
1384,31,2,0,0,0,7,0,3,2,7,0,753,0,0,0
6811,22,2,0,0,0,1,0,7,6,1,23,939,0,0,1
4540,29,2,0,0,0,0,0,4,3,0,27,1080,0,0,0
1152,28,2,0,0,0,0,0,4,3,0,0,835,0,0,0
5085,23,2,0,0,0,0,0,2,4,0,4,808,0,0,0
1623,50,2,0,0,0,0,0,1,1,0,0,921,0,0,0
2105,52,2,0,0,0,0,0,1,1,0,0,867,0,0,0
1256,58,2,0,0,0,2,0,3,2,2,0,893,0,0,0
5321,21,2,0,0,0,1,0,4,6,1,0,935,0,0,0
5939,40,2,0,0,0,0,0,5,2,0,2,774,0,0,1
3707,51,2,0,0,0,4,0,3,1,4,0,52,0,0,0
4913,41,2,0,0,0,2,0,1,1,2,0,738,0,0,0
1266,53,2,0,0,0,1,0,3,1,1,0,1080,0,0,0
3118,24,2,0,0,2,1,0,3,4,1,0,1093,0,0,0
2542,21,2,0,0,0,1,0,4,5,1,0,377,0,0,0
166,49,2,0,0,0,6,0,6,2,6,0,744,0,0,1
6186,24,2,0,0,0,3,0,5,4,3,36,382,0,0,1
4765,57,2,0,0,0,0,0,1,1,0,0,1129,0,0,0
5200,37,2,0,0,0,0,0,6,3,0,1,936,0,0,1
6467,39,2,0,0,0,2,0,2,2,2,18,868,0,0,0
1870,39,2,0,0,0,0,0,1,1,0,0,809,0,0,0
6747,23,2,0,0,0,1,0,3,4,1,0,849,0,0,0
4122,32,2,0,0,0,0,0,1,1,0,18,1089,0,0,0
5834,36,2,0,0,0,1,0,2,1,1,0,805,0,0,0
5352,40,2,0,0,0,0,0,1,1,0,0,876,0,0,0
2255,21,2,0,0,0,0,0,6,7,0,2,948,0,0,1
1657,51,2,0,0,0,0,0,1,1,0,92,1108,0,0,0
2356,57,2,0,0,0,0,0,1,1,0,28,1063,0,0,0
2625,35,2,0,0,0,4,0,2,3,4,30,926,0,0,0
583,23,2,0,0,0,1,0,4,6,1,9,1049,0,0,0
2021,46,2,0,0,0,5,0,1,1,5,0,104,0,0,0
2680,55,2,0,0,0,1,0,3,2,1,1,132,0,0,0
6088,29,2,0,0,0,0,0,7,3,0,0,1124,0,0,1
5442,29,2,0,0,0,1,0,6,3,1,0,995,0,0,1
1350,66,2,0,0,0,1,0,1,1,1,0,1068,0,0,0
1930,22,2,0,0,0,0,0,3,5,0,4,108,0,0,0
2812,51,2,0,0,0,14,0,9,6,14,0,1088,0,0,1
337,36,2,0,0,0,0,0,3,3,0,0,830,0,0,0
733,45,2,0,0,0,1,0,1,1,1,0,913,0,0,0
6544,34,2,0,0,0,1,0,1,2,1,0,1004,0,0,0
2536,26,2,0,0,0,0,0,2,3,0,0,1185,0,0,0
5149,36,2,0,0,0,0,0,1,1,0,1,940,0,0,0
5732,24,2,0,0,0,2,0,3,4,2,0,932,0,0,0
3122,39,2,0,0,0,3,0,2,1,3,0,1104,0,0,0
3149,22,2,0,0,0,0,0,9,7,0,0,1129,0,0,1
1772,54,2,0,0,0,0,0,1,1,0,0,895,0,0,0
1100,24,2,0,0,0,2,0,7,5,2,1,170,0,0,1
3126,61,2,0,0,0,0,0,1,1,0,0,1127,0,0,0
1134,52,2,0,0,0,6,0,7,2,6,33,1044,0,0,1
7177,34,2,0,0,0,1,0,2,1,1,0,1088,0,0,0
5726,36,2,0,0,0,12,0,1,2,12,0,737,0,0,0
1187,26,2,0,0,0,3,0,3,3,3,0,809,0,0,0
2744,59,2,0,0,0,0,0,1,1,0,0,1067,0,0,0
1576,25,2,0,1,0,6,0,4,3,6,0,1065,0,0,0
4295,40,2,0,0,0,1,0,4,3,1,1,829,0,0,0
4270,26,2,0,0,0,2,0,4,7,2,2,841,0,0,0
5347,27,2,0,0,0,3,0,3,3,3,2,437,0,0,0
6259,52,2,0,0,0,6,0,1,1,6,0,678,0,0,0
6673,44,2,0,0,0,1,0,3,1,1,0,847,0,0,0
2408,34,2,0,0,0,0,0,1,1,0,0,1084,0,0,0
4256,24,2,0,0,0,0,0,2,3,0,0,1097,0,0,0
607,59,2,0,0,0,0,0,1,1,0,0,905,0,0,0
6082,48,2,0,0,0,1,0,1,1,1,0,1065,0,0,0
505,51,2,0,0,0,1,0,1,1,1,0,508,0,0,0
5692,40,2,0,0,0,5,0,3,1,5,0,1116,0,0,0
1327,22,2,0,0,1,1,0,3,4,1,0,883,0,0,0
1511,53,2,0,0,0,0,0,1,1,0,0,1082,0,0,0
6062,55,2,0,0,0,0,0,1,1,0,1,798,0,0,0
5286,25,2,0,0,0,4,0,6,3,4,0,830,0,0,1
3498,21,2,0,0,1,0,0,5,7,0,0,1088,0,0,1
7073,49,2,0,0,0,2,0,3,1,2,81,925,0,0,0
4962,64,2,0,0,0,0,0,1,1,0,0,955,0,0,0
6805,41,2,0,0,0,0,0,1,1,0,0,1068,0,0,0
3726,22,2,0,0,0,1,0,4,5,1,0,943,1,0,0
2385,26,2,0,0,0,0,0,6,2,0,0,796,0,0,1
4908,58,2,0,0,0,1,0,1,1,1,0,947,0,0,0
5398,62,2,0,0,0,0,0,1,1,0,1,903,0,0,0
527,23,2,0,0,0,0,0,9,6,0,0,1103,0,0,1
1094,54,2,0,0,0,1,0,3,2,1,0,815,0,0,0
2020,34,2,0,0,0,0,0,1,1,0,115,1158,0,0,0
4312,77,2,0,0,0,3,0,1,1,3,0,1122,0,0,0
5542,40,2,0,0,0,6,0,4,2,6,0,896,0,0,0
4453,23,2,0,0,0,3,0,5,6,3,9,864,0,0,1
4307,25,2,0,0,0,1,0,3,3,1,0,933,0,0,0
720,21,2,0,0,0,0,0,2,5,0,0,1173,0,0,0
321,51,2,0,0,0,0,0,1,1,0,1,741,0,0,0
3053,32,2,0,0,0,0,0,2,2,0,0,1159,0,0,0
2529,60,2,0,0,0,3,0,1,1,3,0,1101,0,0,0
6215,41,2,0,0,0,1,0,2,1,1,29,1173,0,0,0
6719,26,2,0,0,0,0,0,2,3,0,1,841,0,0,0
4867,51,2,0,0,0,0,0,5,1,0,1,1160,0,0,1
5504,27,2,0,0,0,4,0,9,9,4,0,1114,0,0,1
129,30,2,0,0,0,1,0,2,2,1,0,864,0,0,0
3465,28,2,0,1,0,9,0,4,3,9,0,101,0,0,0
2546,22,2,0,0,0,0,0,3,5,0,0,926,0,0,0
4826,49,2,0,0,0,4,0,2,1,4,3,884,0,0,0
1604,43,2,0,0,0,9,0,6,1,9,0,1135,0,0,1
7071,66,2,0,0,0,0,0,1,1,0,0,1133,0,0,0
3966,58,2,0,0,0,2,0,5,2,2,4,770,0,0,1
5361,38,2,0,0,0,0,0,2,2,0,0,760,1,0,0
1363,33,2,0,0,0,0,0,2,1,0,0,47,0,0,0
4303,34,2,0,0,0,0,1,3,2,0,0,771,0,0,0
4741,53,2,0,0,0,0,0,1,1,0,0,1169,0,0,0
5371,26,2,0,0,0,3,0,10,9,3,0,453,0,0,1
6506,34,2,0,0,0,1,0,5,5,1,0,1040,0,0,1
4177,22,2,0,0,1,1,0,6,7,1,0,82,0,0,1
2606,25,2,0,0,0,0,0,7,5,0,0,256,0,0,1
418,58,2,0,0,0,2,0,1,1,2,0,183,0,0,0
2001,64,2,0,0,0,7,0,3,1,7,0,123,0,0,0
4117,27,2,0,0,0,5,0,4,3,5,0,952,0,0,0
3790,47,2,0,0,0,0,0,1,1,0,1,1062,0,0,0
2191,34,2,0,0,0,2,0,3,2,2,0,1161,0,0,0
5986,20,2,0,0,2,0,0,2,6,0,0,847,0,0,0
5233,37,2,1,6,0,13,0,7,3,13,0,821,0,0,1
6086,56,2,0,0,0,0,0,1,1,0,0,956,0,0,0
4196,53,2,0,0,0,1,0,1,1,1,0,1143,0,0,0
5009,61,2,0,0,0,0,0,1,1,0,0,66,0,0,0
3607,43,2,0,0,0,0,0,6,1,0,29,880,0,0,1
2952,22,2,0,0,0,0,0,6,5,0,0,219,0,0,1
1497,38,2,0,0,0,0,0,1,1,0,1,545,0,0,0
6570,24,2,0,0,0,0,0,4,4,0,0,1057,0,0,0
2785,47,2,0,0,0,2,0,1,1,2,0,967,0,0,0
1297,65,2,0,0,0,2,0,1,1,2,0,991,0,0,0
3389,52,2,0,0,0,1,0,1,1,1,0,1127,0,0,0
2921,64,2,0,0,0,8,0,1,1,8,0,1093,0,0,0
1380,44,2,0,0,0,0,0,1,1,0,0,870,0,0,0
5914,56,2,0,0,0,1,0,1,1,1,3,740,0,0,0
6962,39,2,0,0,0,0,0,1,1,0,0,950,0,0,0
5889,43,2,0,0,0,0,0,1,1,0,1,831,0,0,0
477,37,2,0,0,0,3,0,2,1,3,0,1037,0,0,0
5217,58,2,0,0,0,5,0,2,1,5,2,221,0,0,0
1119,37,2,0,0,0,0,0,2,1,0,0,739,1,0,0
6883,22,2,0,0,0,1,0,8,9,1,0,963,0,0,1
4287,36,2,0,0,0,0,0,1,1,0,0,992,1,0,0
1809,28,2,0,0,0,0,0,7,3,0,1,236,0,0,1
6691,38,2,0,0,0,8,0,1,1,8,0,987,0,0,0
2707,57,2,0,0,0,0,0,1,1,0,4,798,0,0,0
6842,53,2,0,0,0,8,0,4,3,8,4,12,0,0,0
3160,33,2,0,0,0,10,0,4,2,10,1,1047,0,0,0
1282,30,2,0,0,0,0,0,1,2,0,0,1056,0,0,0
3376,29,2,0,0,1,8,0,8,4,8,0,847,0,0,1
5400,56,2,0,0,0,2,0,3,1,2,15,197,0,0,0
3678,58,2,0,0,0,1,0,1,1,1,0,802,0,0,0
6715,31,2,0,0,0,3,0,7,9,3,0,812,0,0,1
1009,60,2,0,0,0,1,0,1,1,1,0,760,0,0,0
977,42,2,0,0,0,0,0,1,1,0,0,959,0,0,0
6671,46,2,0,0,0,0,0,1,1,0,0,808,0,0,0
2949,49,2,0,0,0,1,0,1,1,1,0,1093,0,0,0
2276,39,2,0,0,0,1,0,3,4,1,0,137,0,0,0
6154,38,2,0,0,0,5,0,4,1,5,0,840,0,0,0
5763,74,2,0,0,0,0,0,1,1,0,0,868,0,0,0
1942,25,2,0,0,0,1,0,3,2,1,0,328,0,0,0
2162,33,2,0,0,0,1,0,3,2,1,1,1118,0,0,0
1110,32,2,0,0,0,1,0,2,1,1,1,840,0,0,0
4964,43,2,0,0,0,8,0,3,1,8,1,1174,0,0,0
2429,74,2,0,0,0,0,0,1,1,0,1,894,0,0,0
4672,41,2,0,0,0,1,0,1,1,1,0,744,0,0,0
6240,21,2,0,0,0,1,0,8,9,1,0,132,0,0,1
4000,27,2,0,0,0,0,0,2,2,0,0,954,0,0,0
4311,36,2,0,0,0,1,1,2,3,1,0,747,1,0,0
2124,34,2,0,0,0,1,0,6,4,1,2,1071,0,0,1
989,24,2,0,0,0,2,0,6,5,2,0,30,0,0,1
5564,32,2,0,0,0,5,0,2,2,5,0,833,1,0,0
6821,55,2,0,0,0,2,0,1,1,2,12,1049,0,0,0
1896,29,2,0,0,0,0,0,3,1,0,0,998,0,0,0
2890,20,2,0,0,0,0,1,3,6,0,0,776,1,0,0
610,38,2,0,0,0,0,0,1,1,0,0,938,0,0,0
6365,43,2,0,0,0,1,0,1,1,1,0,851,0,0,0
7151,30,2,0,0,0,2,0,3,2,2,62,799,0,0,0
6078,40,2,0,0,0,0,0,2,1,0,0,834,0,0,0
506,35,2,0,0,0,1,0,2,3,1,74,911,0,0,0
1367,48,2,0,0,0,0,0,1,1,0,0,1086,0,0,0
7182,49,2,0,0,0,2,0,6,1,2,10,754,0,0,1
3717,23,2,0,0,0,0,0,7,5,0,0,1173,0,0,1
1217,36,2,0,0,0,0,0,1,1,0,24,863,0,0,0
2556,26,2,0,0,0,5,0,4,4,5,0,28,0,0,0
4894,63,2,0,0,0,1,0,1,1,1,0,1136,0,0,0
3069,27,2,0,0,0,1,0,2,2,1,0,905,0,0,0
3120,45,2,0,0,0,3,0,1,1,3,0,955,0,0,0
2592,67,2,0,0,0,0,0,1,1,0,0,815,0,0,0
3688,39,2,0,0,0,0,0,1,1,0,2,1054,0,0,0
2320,32,2,0,0,0,2,0,2,2,2,0,234,0,0,0
3111,30,2,0,0,0,4,0,4,2,4,0,127,0,0,0
4889,50,2,0,0,0,0,0,1,1,0,0,746,0,0,0
2856,57,2,0,0,0,0,0,1,1,0,0,816,0,0,0
1506,55,2,0,0,0,11,0,7,3,11,56,151,0,0,1
4350,32,2,0,0,1,0,0,1,1,0,0,1132,0,0,0
5631,30,2,0,0,0,0,0,1,2,0,0,760,0,0,0
4338,23,2,0,0,1,1,0,2,3,1,0,861,0,0,0
6604,22,2,0,0,1,0,0,4,5,0,0,1099,0,0,0
2366,61,2,0,0,0,10,0,6,5,10,22,82,0,0,1
4690,58,2,0,0,0,1,0,1,1,1,1,1098,0,0,0
3915,47,2,0,0,0,3,0,2,1,3,12,224,0,0,0
2909,28,2,0,0,0,0,0,5,3,0,0,1173,0,0,1
905,53,2,0,0,0,0,0,1,1,0,0,844,0,0,0
2862,55,2,0,0,0,1,0,1,1,1,0,984,0,0,0
6403,63,2,0,0,0,1,0,1,1,1,0,892,0,0,0
3933,39,2,0,0,0,6,0,6,2,6,0,927,0,0,1
1587,29,2,0,0,0,1,0,3,2,1,0,329,0,0,0
5522,33,2,0,0,0,4,0,6,5,4,0,364,0,0,1
1701,40,2,0,0,0,1,0,1,1,1,0,830,0,0,0
358,22,2,0,0,0,0,0,4,5,0,0,844,0,0,0
5650,33,2,0,0,0,2,0,2,2,2,0,1087,0,0,0
356,21,2,0,0,0,2,0,6,6,2,1,577,0,0,1
3935,24,2,0,0,0,1,0,6,4,1,0,850,0,0,1
4787,24,2,0,0,0,1,0,9,8,1,0,738,0,0,1
724,21,2,0,0,0,1,0,3,6,1,0,1126,0,0,0
1068,50,2,0,0,0,2,0,1,1,2,0,1184,0,0,0
1756,24,2,0,0,0,0,0,5,4,0,0,768,0,0,1
385,21,2,0,0,0,3,0,7,8,3,0,963,0,0,1
6731,29,2,0,0,0,0,0,3,3,0,0,1131,0,0,0
6979,46,2,0,0,0,0,0,1,1,0,0,747,0,0,0
582,22,2,0,0,0,0,0,3,4,0,0,800,0,0,0
608,37,2,0,0,0,2,0,1,1,2,0,1079,0,0,0
3864,23,2,0,0,0,0,0,2,4,0,0,827,0,0,0
3701,25,2,0,0,0,0,0,3,3,0,0,806,0,0,0
2740,32,2,0,0,0,0,0,5,2,0,7,940,0,0,1
417,22,2,0,0,0,0,0,3,5,0,1,782,0,0,0
7155,51,2,0,0,0,4,0,1,1,4,0,792,0,0,0
4805,30,2,0,0,0,0,0,1,2,0,0,1168,0,0,0
6829,49,2,0,0,0,0,0,1,1,0,0,1131,0,0,0
6726,57,2,0,0,0,0,0,1,1,0,0,911,0,0,0
1632,21,2,0,0,0,0,0,5,7,0,0,1127,0,0,1
647,45,2,0,0,0,1,0,6,4,1,1,813,0,0,1
3973,31,2,0,0,0,0,0,2,2,0,0,837,0,0,0
480,56,2,0,0,0,0,0,1,1,0,0,941,0,0,0
1077,32,2,0,0,0,6,0,5,4,6,0,861,0,0,1
1413,34,2,0,0,1,0,0,2,1,0,0,642,0,0,0
5346,61,2,0,0,0,0,0,1,1,0,6,1059,0,0,0
856,46,2,0,0,0,0,0,1,1,0,0,938,0,0,0
1192,30,2,0,0,0,0,0,5,2,0,1,1114,0,0,1
3110,47,2,0,0,0,1,0,1,1,1,0,798,0,0,0
548,23,2,0,0,0,2,0,2,3,2,0,840,0,0,0
5042,28,2,0,0,0,0,0,3,4,0,0,938,0,0,0
3000,62,2,0,0,0,3,0,1,1,3,0,1079,0,0,0
3066,40,2,0,0,0,0,0,2,1,0,0,965,0,0,0
5671,24,2,0,0,0,0,0,5,4,0,0,862,0,0,1
620,23,2,0,0,0,3,0,10,9,3,5,38,0,0,1
528,27,2,0,1,3,6,0,4,3,6,0,811,1,0,0
6273,30,2,0,0,0,0,0,1,2,0,0,914,0,0,0
4831,24,2,0,0,0,2,0,4,3,2,0,907,0,0,0
1024,46,2,0,0,0,0,0,1,1,0,0,1103,0,0,0
3986,34,2,0,0,0,3,0,5,2,3,9,970,0,0,1
5682,50,2,0,0,0,1,0,2,2,1,0,1166,0,0,0
3666,28,2,0,0,0,0,0,6,2,0,0,1159,0,0,1
1834,57,2,0,0,0,3,0,1,1,3,0,952,0,0,0
3907,55,2,0,0,0,0,0,1,1,0,0,846,0,0,0
2313,53,2,0,0,0,1,0,1,1,1,0,778,0,0,0
5701,29,2,0,0,0,0,0,7,3,0,0,1117,0,0,1
2222,48,2,0,0,0,0,0,1,1,0,0,1119,0,0,0
6095,20,2,0,0,0,1,0,4,6,1,0,921,0,0,0
5821,24,2,0,0,2,6,0,10,5,6,7,961,0,0,1
28,36,2,0,0,0,3,0,3,1,3,0,53,0,0,0
4968,33,2,0,0,0,1,0,3,2,1,0,1165,0,0,0
6073,57,2,0,0,0,4,0,2,1,4,257,1113,0,0,0
6447,67,2,0,0,0,0,0,1,1,0,1,1063,0,0,0
1757,35,2,0,1,0,3,0,4,2,3,0,928,0,0,0
2852,43,2,0,0,0,1,0,5,3,1,0,919,0,0,1
565,40,2,0,0,0,5,0,4,1,5,0,752,0,0,0
2731,50,2,0,0,0,10,0,4,2,10,0,972,0,0,0
4505,54,2,0,0,0,1,0,2,1,1,0,368,0,0,0
4862,50,2,0,0,0,1,0,2,2,1,0,1094,0,0,0
6814,26,2,0,0,0,7,0,6,5,7,68,111,0,0,1
5494,66,2,0,0,0,2,0,3,1,2,56,1093,0,0,0
3573,32,2,0,0,1,4,0,2,1,4,0,806,0,0,0
5447,32,2,0,0,0,2,0,6,3,2,0,974,0,0,1
6322,26,2,0,0,0,1,0,4,3,1,0,823,0,0,0
6896,33,2,0,0,0,1,0,2,5,1,19,1062,0,0,0
5842,52,2,0,0,0,0,0,1,1,0,0,971,0,0,0
3770,56,2,0,0,0,2,0,1,1,2,0,980,0,0,0
3025,41,2,0,0,0,0,0,2,1,0,0,1138,0,0,0
2308,40,2,0,0,0,4,0,1,1,4,1,94,0,0,0
1691,23,2,0,0,1,2,0,7,6,2,13,860,1,0,1
6295,23,2,0,0,0,0,0,6,5,0,11,964,0,0,1
4254,30,2,0,0,0,1,0,2,2,1,34,1175,0,0,0
438,36,2,0,0,0,2,0,1,1,2,0,899,0,0,0
2491,65,2,0,0,0,6,0,4,1,6,0,773,0,0,0
6847,47,2,0,0,0,2,0,2,1,2,0,1056,0,0,0
3761,27,2,0,0,0,0,0,2,3,0,1,1059,0,0,0
4247,52,2,0,0,0,0,0,1,1,0,0,842,0,0,0
2142,70,2,0,0,0,0,0,1,1,0,0,782,0,0,0
3276,29,2,0,0,0,0,0,1,2,0,0,1089,0,0,0
945,41,2,0,0,0,5,0,1,1,5,0,857,0,0,0
439,24,2,0,0,0,0,0,5,5,0,0,1071,0,0,1
6135,20,2,0,4,0,4,0,10,10,4,0,968,0,0,1
1965,25,2,0,0,0,0,0,4,3,0,0,803,0,0,0
703,40,2,0,0,0,1,0,2,1,1,1,1144,0,0,0
4652,25,2,0,0,1,1,0,4,6,1,0,910,0,0,0
4194,35,2,0,0,0,5,0,3,2,5,0,1106,0,0,0
3287,43,2,0,0,0,4,0,5,1,4,47,1091,0,0,1
728,42,2,0,0,0,1,0,1,1,1,0,1158,0,0,0
3295,26,2,0,0,0,0,0,2,2,0,0,998,0,0,0
2984,33,2,0,0,0,0,0,1,2,0,6,765,0,0,0
6741,63,2,0,0,0,0,0,1,1,0,0,1133,0,0,0
6357,24,2,0,2,0,7,0,7,4,7,0,820,0,0,1
3614,50,2,0,0,0,1,0,1,1,1,0,823,0,0,0
7053,26,2,0,0,0,0,0,4,2,0,0,779,0,0,0
4368,24,2,0,0,0,0,0,2,3,0,0,823,0,0,0
3757,45,2,0,0,0,0,0,1,1,0,1,895,0,0,0
4966,33,2,0,0,0,10,0,9,8,10,118,1060,0,0,1
4250,50,2,0,0,0,0,0,1,1,0,2,914,0,0,0
2243,28,2,0,0,0,3,0,3,2,3,0,778,0,0,0
127,42,2,0,0,0,6,0,3,1,6,0,408,0,0,0
5353,30,2,0,0,0,0,0,3,1,0,0,303,0,0,0
3505,27,2,0,0,0,0,0,5,3,0,1,825,0,0,1
6665,49,2,0,0,0,1,0,1,1,1,0,883,0,0,0
2248,33,2,0,0,0,2,0,2,1,2,0,1082,0,0,0
6841,56,2,0,0,0,1,0,2,3,1,35,1112,0,0,0
3825,34,2,0,0,0,0,0,2,1,0,0,955,0,0,0
1698,46,2,0,0,0,5,0,3,2,5,0,125,0,0,0
4221,28,2,0,0,0,5,0,5,4,5,0,1083,0,0,1
5147,22,2,0,0,0,1,0,2,5,1,0,630,0,0,0
4193,42,2,0,0,0,0,0,2,1,0,0,1100,0,0,0
4878,26,2,0,0,0,2,0,5,3,2,0,1068,0,0,1
3940,34,2,0,0,0,8,0,7,4,8,0,735,0,0,1
1498,40,2,0,0,0,0,0,2,1,0,0,1119,0,0,0
5743,29,2,0,0,0,1,0,1,2,1,0,1039,0,0,0
106,39,2,0,0,0,1,0,4,3,1,106,392,0,0,0
2579,37,2,0,0,0,0,0,3,1,0,1,816,0,0,0
2266,46,2,0,0,0,2,0,2,1,2,0,266,0,0,0
4456,38,2,0,0,0,1,0,1,1,1,0,812,0,0,0
4651,55,2,0,0,0,0,0,5,1,0,0,1151,0,0,1
7131,28,2,0,0,0,11,0,6,5,11,0,1024,1,0,1
3964,39,2,0,0,0,2,0,3,1,2,0,844,0,0,0
6752,56,2,0,0,0,0,0,1,1,0,0,1166,0,0,0
2626,54,2,0,0,0,1,0,1,1,1,0,95,0,0,0
595,24,2,0,0,1,0,0,5,5,0,1,922,0,0,1
2543,41,2,0,0,0,0,0,2,1,0,0,814,0,0,0
7095,40,2,0,0,0,0,0,1,1,0,0,747,0,0,0
4549,51,2,0,0,0,3,0,6,3,3,16,497,0,0,1
1334,25,2,0,0,0,0,0,2,4,0,0,766,0,0,0
